,matched_numbers,matched_numbers_count
18475,[],0
18476,[],0
18477,['42'],1
18478,['19'],1
18479,['42'],1
18480,[],0
18481,['42'],1
18482,['11'],1
18483,[],0
18484,[],0
18485,[],0
18486,['42'],1
18487,[],0
18488,[],0
18489,['19'],1
18490,['19'],1
18491,"['11', '21', '33']",3
18492,[],0
18493,[],0
18494,[],0
18495,['33'],1
18496,"['21', '42']",2
18497,[],0
18498,['21'],1
18499,"['33', '42']",2
18500,[],0
18501,[],0
18502,['33'],1
18503,[],0
18504,[],0
18505,[],0
18506,[],0
18507,"['11', '19', '21']",3
18508,[],0
18509,['11'],1
18510,[],0
18511,['33'],1
18512,['21'],1
18513,['42'],1
18514,[],0
18515,[],0
18516,"['21', '42']",2
18517,"['21', '33', '42']",3
18518,['42'],1
18519,[],0
18520,[],0
18521,"['11', '21']",2
18522,[],0
18523,[],0
18524,[],0
18525,[],0
18526,"['33', '42']",2
18527,['21'],1
18528,['19'],1
18529,['11'],1
18530,['42'],1
18531,['42'],1
18532,[],0
18533,"['19', '42']",2
18534,[],0
18535,['33'],1
18536,[],0
18537,['11'],1
18538,"['19', '33']",2
18539,[],0
18540,['21'],1
18541,[],0
18542,[],0
18543,[],0
18544,['21'],1
18545,"['11', '19']",2
18546,['11'],1
18547,[],0
18548,[],0
18549,"['21', '42']",2
18550,['21'],1
18551,['21'],1
18552,[],0
18553,[],0
18554,[],0
18555,[],0
18556,[],0
18557,[],0
18558,['19'],1
18559,[],0
18560,[],0
18561,['11'],1
18562,[],0
18563,"['11', '33']",2
18564,['21'],1
18565,[],0
18566,[],0
18567,"['19', '33']",2
18568,[],0
18569,[],0
18570,['33'],1
18571,['11'],1
18572,['19'],1
18573,[],0
18574,['42'],1
18575,[],0
18576,"['33', '42']",2
18577,[],0
18578,['19'],1
18579,[],0
18580,"['33', '42']",2
18581,"['21', '33']",2
18582,[],0
18583,[],0
18584,['33'],1
18585,[],0
18586,[],0
18587,['21'],1
18588,"['11', '42']",2
18589,['42'],1
18590,[],0
18591,[],0
18592,['11'],1
18593,[],0
18594,[],0
18595,[],0
18596,[],0
18597,[],0
18598,['42'],1
18599,['21'],1
18600,['19'],1
18601,[],0
18602,"['11', '33']",2
18603,['21'],1
18604,"['21', '42']",2
18605,[],0
18606,['33'],1
18607,[],0
18608,['11'],1
18609,[],0
18610,['21'],1
18611,[],0
18612,['19'],1
18613,[],0
18614,['21'],1
18615,['42'],1
18616,['21'],1
18617,['19'],1
18618,[],0
18619,[],0
18620,[],0
18621,[],0
18622,[],0
18623,[],0
18624,['21'],1
18625,"['19', '33']",2
18626,[],0
18627,['11'],1
18628,"['19', '21']",2
18629,[],0
18630,['11'],1
18631,"['19', '33']",2
18632,['42'],1
18633,[],0
18634,[],0
18635,"['11', '19', '21']",3
18636,[],0
18637,['33'],1
18638,[],0
18639,[],0
18640,['19'],1
18641,[],0
18642,"['19', '33']",2
18643,['19'],1
18644,[],0
18645,[],0
18646,['21'],1
18647,[],0
18648,[],0
18649,[],0
18650,[],0
18651,[],0
18652,[],0
18653,[],0
18654,[],0
18655,['21'],1
18656,['11'],1
18657,[],0
18658,['33'],1
18659,[],0
18660,['42'],1
18661,[],0
18662,['42'],1
18663,[],0
18664,[],0
18665,"['33', '42']",2
18666,"['19', '33', '42']",3
18667,[],0
18668,[],0
18669,[],0
18670,[],0
18671,[],0
18672,['21'],1
18673,[],0
18674,[],0
18675,[],0
18676,['33'],1
18677,[],0
18678,"['19', '33']",2
18679,['42'],1
18680,['21'],1
18681,[],0
18682,[],0
18683,['21'],1
18684,['42'],1
18685,[],0
18686,"['19', '33']",2
18687,[],0
18688,[],0
18689,['11'],1
18690,"['21', '42']",2
18691,['42'],1
18692,['42'],1
18693,[],0
18694,[],0
18695,['11'],1
18696,"['11', '21']",2
18697,['33'],1
18698,[],0
18699,[],0
18700,[],0
18701,[],0
18702,[],0
18703,[],0
18704,['21'],1
18705,['11'],1
18706,[],0
18707,['21'],1
18708,['11'],1
18709,[],0
18710,[],0
18711,['11'],1
18712,[],0
18713,[],0
18714,[],0
18715,[],0
18716,['21'],1
18717,"['33', '42']",2
18718,[],0
18719,['42'],1
18720,"['19', '33']",2
18721,[],0
18722,[],0
18723,"['21', '42']",2
18724,[],0
18725,"['19', '42']",2
18726,['33'],1
18727,['19'],1
18728,[],0
18729,[],0
18730,[],0
18731,[],0
18732,"['11', '21']",2
18733,[],0
18734,[],0
18735,[],0
18736,[],0
18737,"['19', '21']",2
18738,['42'],1
18739,[],0
18740,['33'],1
18741,[],0
18742,[],0
18743,['19'],1
18744,[],0
18745,[],0
18746,"['33', '42']",2
18747,[],0
18748,[],0
18749,[],0
18750,[],0
18751,['42'],1
18752,[],0
18753,[],0
18754,[],0
18755,['11'],1
18756,[],0
18757,[],0
18758,[],0
18759,['11'],1
18760,['33'],1
18761,[],0
18762,[],0
18763,['19'],1
18764,['21'],1
18765,[],0
18766,[],0
18767,['11'],1
18768,"['11', '19']",2
18769,['19'],1
18770,"['21', '33']",2
18771,['42'],1
18772,['33'],1
18773,['19'],1
18774,[],0
18775,[],0
18776,[],0
18777,"['19', '33', '42']",3
18778,[],0
18779,"['11', '33']",2
18780,[],0
18781,['42'],1
18782,[],0
18783,[],0
18784,[],0
18785,['33'],1
18786,['19'],1
18787,[],0
18788,['19'],1
18789,['21'],1
18790,[],0
18791,[],0
18792,[],0
18793,[],0
18794,[],0
18795,[],0
18796,['21'],1
18797,[],0
18798,[],0
18799,[],0
18800,[],0
18801,[],0
18802,['42'],1
18803,[],0
18804,[],0
18805,[],0
18806,[],0
18807,"['11', '19']",2
18808,['19'],1
18809,['19'],1
18810,['21'],1
18811,['11'],1
18812,['11'],1
18813,[],0
18814,[],0
18815,[],0
18816,['11'],1
18817,['42'],1
18818,[],0
18819,"['11', '19']",2
18820,[],0
18821,['19'],1
18822,['42'],1
18823,"['11', '42']",2
18824,['42'],1
18825,['42'],1
18826,['42'],1
18827,['42'],1
18828,"['19', '42']",2
18829,"['21', '42']",2
18830,['42'],1
18831,['42'],1
18832,['42'],1
18833,['42'],1
18834,['42'],1
18835,['42'],1
18836,"['19', '21']",2
18837,[],0
18838,['11'],1
18839,['19'],1
18840,['11'],1
18841,[],0
18842,['21'],1
18843,['19'],1
18844,[],0
18845,['11'],1
18846,[],0
18847,[],0
18848,['33'],1
18849,[],0
18850,[],0
18851,[],0
18852,[],0
18853,['33'],1
18854,['33'],1
18855,[],0
18856,[],0
18857,"['33', '42']",2
18858,[],0
18859,[],0
18860,['21'],1
18861,[],0
18862,"['11', '42']",2
18863,['33'],1
18864,"['19', '21']",2
18865,['11'],1
18866,[],0
18867,[],0
18868,[],0
18869,['42'],1
18870,[],0
18871,['42'],1
18872,['11'],1
18873,"['19', '42']",2
18874,[],0
18875,['11'],1
18876,[],0
18877,['21'],1
18878,[],0
18879,['33'],1
18880,[],0
18881,[],0
18882,[],0
18883,['42'],1
18884,[],0
18885,"['19', '33']",2
18886,['19'],1
18887,[],0
18888,[],0
18889,[],0
18890,['11'],1
18891,['42'],1
18892,[],0
18893,['21'],1
18894,[],0
18895,[],0
18896,"['19', '42']",2
18897,[],0
18898,[],0
18899,[],0
18900,['11'],1
18901,"['11', '19']",2
18902,['21'],1
18903,['19'],1
18904,[],0
18905,[],0
18906,['42'],1
18907,['42'],1
18908,[],0
18909,['42'],1
18910,[],0
18911,[],0
18912,[],0
18913,['42'],1
18914,['11'],1
18915,[],0
18916,['19'],1
18917,['11'],1
18918,[],0
18919,['19'],1
18920,['42'],1
18921,"['11', '19']",2
18922,['42'],1
18923,[],0
18924,['11'],1
18925,"['11', '19']",2
18926,"['19', '42']",2
18927,"['19', '33']",2
18928,[],0
18929,['42'],1
18930,[],0
18931,['11'],1
18932,[],0
18933,['11'],1
18934,['21'],1
18935,['42'],1
18936,[],0
18937,['42'],1
18938,[],0
18939,['21'],1
18940,['11'],1
18941,"['19', '42']",2
18942,[],0
18943,[],0
18944,[],0
18945,[],0
18946,[],0
18947,[],0
18948,[],0
18949,[],0
18950,"['19', '42']",2
18951,[],0
18952,[],0
18953,['19'],1
18954,['42'],1
18955,['33'],1
18956,['42'],1
18957,['42'],1
18958,['21'],1
18959,['42'],1
18960,['33'],1
18961,[],0
18962,['19'],1
18963,"['33', '42']",2
18964,['33'],1
18965,[],0
18966,[],0
18967,[],0
18968,['42'],1
18969,['42'],1
18970,[],0
18971,[],0
18972,"['21', '42']",2
18973,['11'],1
18974,['42'],1
18975,[],0
18976,['19'],1
18977,['42'],1
18978,['11'],1
18979,['21'],1
18980,['33'],1
18981,[],0
18982,[],0
18983,['19'],1
18984,['42'],1
18985,['33'],1
18986,['11'],1
18987,['42'],1
18988,[],0
18989,[],0
18990,"['33', '42']",2
18991,[],0
18992,['42'],1
18993,[],0
18994,['21'],1
18995,['33'],1
18996,['21'],1
18997,['33'],1
18998,['11'],1
18999,['19'],1
19000,[],0
19001,[],0
19002,[],0
19003,[],0
19004,[],0
19005,[],0
19006,['11'],1
19007,[],0
19008,"['11', '21']",2
19009,[],0
19010,[],0
19011,['33'],1
19012,['19'],1
19013,[],0
19014,"['19', '42']",2
19015,['19'],1
19016,['11'],1
19017,[],0
19018,['42'],1
19019,[],0
19020,['42'],1
19021,[],0
19022,[],0
19023,[],0
19024,[],0
19025,['19'],1
19026,['11'],1
19027,['11'],1
19028,[],0
19029,['42'],1
19030,[],0
19031,[],0
19032,"['11', '42']",2
19033,[],0
19034,[],0
19035,['42'],1
19036,[],0
19037,['11'],1
19038,['42'],1
19039,['33'],1
19040,[],0
19041,['42'],1
19042,"['21', '33', '42']",3
19043,['21'],1
19044,[],0
19045,['33'],1
19046,['33'],1
19047,[],0
19048,['11'],1
19049,[],0
19050,[],0
19051,[],0
19052,[],0
19053,[],0
19054,['42'],1
19055,[],0
19056,"['21', '42']",2
19057,['11'],1
19058,['21'],1
19059,['42'],1
19060,[],0
19061,"['19', '21']",2
19062,[],0
19063,[],0
19064,[],0
19065,[],0
19066,['33'],1
19067,[],0
19068,['21'],1
19069,['11'],1
19070,['11'],1
19071,[],0
19072,['42'],1
19073,['33'],1
19074,[],0
19075,"['33', '42']",2
19076,[],0
19077,[],0
19078,[],0
19079,[],0
19080,[],0
19081,"['11', '19', '33']",3
19082,['42'],1
19083,[],0
19084,['33'],1
19085,['42'],1
19086,['11'],1
19087,[],0
19088,[],0
19089,"['19', '33', '42']",3
19090,[],0
19091,['19'],1
19092,[],0
19093,[],0
19094,[],0
19095,['11'],1
19096,['11'],1
19097,"['11', '19']",2
19098,[],0
19099,[],0
19100,[],0
19101,[],0
19102,['42'],1
19103,[],0
19104,"['11', '33']",2
19105,['11'],1
19106,[],0
19107,['11'],1
19108,['19'],1
19109,[],0
19110,['11'],1
19111,[],0
19112,['33'],1
19113,['19'],1
19114,"['19', '42']",2
19115,"['19', '21']",2
19116,['19'],1
19117,['33'],1
19118,[],0
19119,[],0
19120,"['19', '42']",2
19121,['19'],1
19122,['11'],1
19123,['19'],1
19124,[],0
19125,[],0
19126,['19'],1
19127,[],0
19128,[],0
19129,['33'],1
19130,[],0
19131,[],0
19132,[],0
19133,['19'],1
19134,[],0
19135,"['11', '21', '33']",3
19136,['33'],1
19137,['33'],1
19138,['11'],1
19139,[],0
19140,[],0
19141,['21'],1
19142,[],0
19143,['19'],1
19144,[],0
19145,[],0
19146,[],0
19147,[],0
19148,[],0
19149,[],0
19150,['19'],1
19151,[],0
19152,['21'],1
19153,[],0
19154,[],0
19155,['19'],1
19156,"['11', '19', '33']",3
19157,[],0
19158,[],0
19159,[],0
19160,[],0
19161,[],0
19162,[],0
19163,"['11', '21']",2
19164,['33'],1
19165,[],0
19166,['11'],1
19167,['11'],1
19168,"['11', '33']",2
19169,['21'],1
19170,['19'],1
19171,[],0
19172,[],0
19173,[],0
19174,[],0
19175,['33'],1
19176,"['11', '21']",2
19177,[],0
19178,[],0
19179,['21'],1
19180,['42'],1
19181,[],0
19182,"['11', '19', '33']",3
19183,[],0
19184,['11'],1
19185,['42'],1
19186,['42'],1
19187,[],0
19188,[],0
19189,"['11', '19', '33']",3
19190,[],0
19191,[],0
19192,[],0
19193,['33'],1
19194,['21'],1
19195,[],0
19196,[],0
19197,[],0
19198,[],0
19199,[],0
19200,[],0
19201,[],0
19202,['21'],1
19203,['11'],1
19204,['42'],1
19205,['19'],1
19206,[],0
19207,[],0
19208,['33'],1
19209,['33'],1
19210,"['11', '19']",2
19211,[],0
19212,['33'],1
19213,[],0
19214,[],0
19215,['11'],1
19216,['11'],1
19217,['33'],1
19218,[],0
19219,[],0
19220,"['11', '21']",2
19221,['11'],1
19222,['42'],1
19223,[],0
19224,"['11', '42']",2
19225,['19'],1
19226,['21'],1
19227,['42'],1
19228,"['11', '21']",2
19229,['11'],1
19230,[],0
19231,[],0
19232,['33'],1
19233,[],0
19234,[],0
19235,[],0
19236,['33'],1
19237,[],0
19238,['19'],1
19239,['21'],1
19240,[],0
19241,['33'],1
19242,['19'],1
19243,[],0
19244,[],0
19245,[],0
19246,[],0
19247,[],0
19248,"['11', '42']",2
19249,[],0
19250,"['11', '19']",2
19251,['21'],1
19252,['21'],1
19253,[],0
19254,[],0
19255,['33'],1
19256,"['19', '33']",2
19257,['21'],1
19258,[],0
19259,[],0
19260,['42'],1
19261,[],0
19262,['19'],1
19263,['19'],1
19264,[],0
19265,['33'],1
19266,['21'],1
19267,['42'],1
19268,['19'],1
19269,['42'],1
19270,['19'],1
19271,[],0
19272,['33'],1
19273,['11'],1
19274,[],0
19275,[],0
19276,['21'],1
19277,[],0
19278,"['11', '42']",2
19279,['21'],1
19280,['11'],1
19281,['33'],1
19282,['33'],1
19283,[],0
19284,['42'],1
19285,[],0
19286,['33'],1
19287,[],0
19288,['42'],1
19289,"['19', '33']",2
19290,[],0
19291,['33'],1
19292,[],0
19293,[],0
19294,[],0
19295,[],0
19296,['21'],1
19297,[],0
19298,['11'],1
19299,[],0
19300,[],0
19301,[],0
19302,['11'],1
19303,['33'],1
19304,[],0
19305,['33'],1
19306,"['11', '33']",2
19307,['33'],1
19308,"['11', '42']",2
19309,[],0
19310,['21'],1
19311,[],0
19312,[],0
19313,['11'],1
19314,"['11', '33']",2
19315,[],0
19316,[],0
19317,['42'],1
19318,[],0
19319,[],0
19320,"['21', '33']",2
19321,"['21', '42']",2
19322,[],0
19323,[],0
19324,[],0
19325,['11'],1
19326,[],0
19327,['11'],1
19328,['33'],1
19329,[],0
19330,['33'],1
19331,[],0
19332,[],0
19333,['33'],1
19334,['19'],1
19335,['33'],1
19336,['19'],1
19337,[],0
19338,[],0
19339,[],0
19340,['11'],1
19341,[],0
19342,[],0
19343,[],0
19344,['42'],1
19345,['42'],1
19346,['33'],1
19347,[],0
19348,[],0
19349,[],0
19350,"['21', '42']",2
19351,[],0
19352,['19'],1
19353,"['21', '33']",2
19354,['21'],1
19355,[],0
19356,[],0
19357,[],0
19358,['11'],1
19359,"['11', '33']",2
19360,[],0
19361,['21'],1
19362,[],0
19363,[],0
19364,[],0
19365,[],0
19366,['42'],1
19367,[],0
19368,['19'],1
19369,[],0
19370,"['11', '42']",2
19371,['21'],1
19372,['19'],1
19373,['19'],1
19374,[],0
19375,[],0
19376,[],0
19377,['19'],1
19378,[],0
19379,[],0
19380,[],0
19381,"['11', '19', '42']",3
19382,['42'],1
19383,[],0
19384,['33'],1
19385,[],0
19386,[],0
19387,['42'],1
19388,"['19', '42']",2
19389,[],0
19390,[],0
19391,[],0
19392,[],0
19393,[],0
19394,[],0
19395,['11'],1
19396,[],0
19397,[],0
19398,[],0
19399,"['33', '42']",2
19400,[],0
19401,['21'],1
19402,[],0
19403,[],0
19404,[],0
19405,"['11', '33']",2
19406,['21'],1
19407,[],0
19408,['19'],1
19409,"['11', '19']",2
19410,['21'],1
19411,['33'],1
19412,['19'],1
19413,['19'],1
19414,[],0
19415,[],0
19416,[],0
19417,[],0
19418,[],0
19419,[],0
19420,[],0
19421,[],0
19422,['11'],1
19423,[],0
19424,['33'],1
19425,['33'],1
19426,['11'],1
19427,[],0
19428,[],0
19429,['19'],1
19430,['11'],1
19431,"['11', '21']",2
19432,[],0
19433,['19'],1
19434,['33'],1
19435,[],0
19436,[],0
19437,['33'],1
19438,['21'],1
19439,[],0
19440,[],0
19441,['21'],1
19442,['33'],1
19443,"['19', '21']",2
19444,[],0
19445,[],0
19446,[],0
19447,['21'],1
19448,"['19', '21']",2
19449,"['19', '21']",2
19450,['19'],1
19451,['19'],1
19452,['19'],1
19453,[],0
19454,[],0
19455,['21'],1
19456,[],0
19457,['21'],1
19458,"['19', '21']",2
19459,['21'],1
19460,[],0
19461,['19'],1
19462,['19'],1
19463,"['11', '33']",2
19464,['33'],1
19465,['33'],1
19466,['11'],1
19467,['11'],1
19468,[],0
19469,[],0
19470,"['19', '33']",2
19471,['19'],1
19472,[],0
19473,"['33', '42']",2
19474,[],0
19475,"['11', '42']",2
19476,['21'],1
19477,[],0
19478,['33'],1
19479,[],0
19480,[],0
19481,['11'],1
19482,[],0
19483,[],0
19484,['19'],1
19485,[],0
19486,[],0
19487,[],0
19488,[],0
19489,['21'],1
19490,['19'],1
19491,['11'],1
19492,"['21', '33']",2
19493,[],0
19494,"['11', '19', '42']",3
19495,[],0
19496,[],0
19497,[],0
19498,['21'],1
19499,[],0
19500,['21'],1
19501,['42'],1
19502,[],0
19503,['11'],1
19504,['33'],1
19505,[],0
19506,[],0
19507,['21'],1
19508,['11'],1
19509,[],0
19510,[],0
19511,['11'],1
19512,"['11', '33']",2
19513,[],0
19514,['21'],1
19515,[],0
19516,[],0
19517,['19'],1
19518,[],0
19519,"['11', '21', '42']",3
19520,"['11', '21']",2
19521,['21'],1
19522,[],0
19523,['11'],1
19524,[],0
19525,[],0
19526,[],0
19527,['21'],1
19528,[],0
19529,[],0
19530,[],0
19531,[],0
19532,[],0
19533,"['19', '21']",2
19534,[],0
19535,['21'],1
19536,['11'],1
19537,['33'],1
19538,[],0
19539,[],0
19540,['19'],1
19541,[],0
19542,[],0
19543,[],0
19544,[],0
19545,['11'],1
19546,['11'],1
19547,[],0
19548,[],0
19549,['19'],1
19550,[],0
19551,[],0
19552,[],0
19553,['21'],1
19554,[],0
19555,[],0
19556,[],0
19557,['33'],1
19558,['21'],1
19559,"['21', '33']",2
19560,[],0
19561,[],0
19562,[],0
19563,[],0
19564,['33'],1
19565,['33'],1
19566,[],0
19567,['11'],1
19568,['21'],1
19569,['42'],1
19570,['21'],1
19571,['11'],1
19572,[],0
19573,['33'],1
19574,[],0
19575,[],0
19576,['11'],1
19577,[],0
19578,[],0
19579,[],0
19580,"['11', '21']",2
19581,[],0
19582,[],0
19583,[],0
19584,[],0
19585,['11'],1
19586,[],0
19587,['19'],1
19588,[],0
19589,[],0
19590,['11'],1
19591,[],0
19592,['33'],1
19593,[],0
19594,[],0
19595,[],0
19596,[],0
19597,"['33', '42']",2
19598,['19'],1
19599,[],0
19600,['21'],1
19601,"['11', '21']",2
19602,[],0
19603,['42'],1
19604,"['21', '33']",2
19605,[],0
19606,[],0
19607,['42'],1
19608,[],0
19609,['21'],1
19610,['42'],1
19611,"['11', '21']",2
19612,[],0
19613,[],0
19614,['42'],1
19615,['42'],1
19616,[],0
19617,[],0
19618,['19'],1
19619,[],0
19620,['42'],1
19621,[],0
19622,"['11', '19', '42']",3
19623,[],0
19624,['11'],1
19625,['21'],1
19626,[],0
19627,[],0
19628,[],0
19629,[],0
19630,['42'],1
19631,[],0
19632,['11'],1
19633,['19'],1
19634,['21'],1
19635,[],0
19636,['33'],1
19637,[],0
19638,[],0
19639,['33'],1
19640,[],0
19641,[],0
19642,[],0
19643,[],0
19644,"['19', '42']",2
19645,[],0
19646,['19'],1
19647,[],0
19648,['42'],1
19649,[],0
19650,"['19', '33']",2
19651,"['11', '19', '42']",3
19652,['11'],1
19653,"['19', '42']",2
19654,['33'],1
19655,[],0
19656,['42'],1
19657,[],0
19658,[],0
19659,[],0
19660,['21'],1
19661,[],0
19662,"['33', '42']",2
19663,['19'],1
19664,[],0
19665,['19'],1
19666,['42'],1
19667,"['11', '42']",2
19668,"['19', '33']",2
19669,[],0
19670,[],0
19671,"['19', '21']",2
19672,"['33', '42']",2
19673,"['33', '42']",2
19674,['19'],1
19675,"['11', '19']",2
19676,[],0
19677,"['11', '42']",2
19678,['11'],1
19679,[],0
19680,[],0
19681,[],0
19682,[],0
19683,['21'],1
19684,"['19', '42']",2
19685,[],0
19686,['42'],1
19687,['33'],1
19688,[],0
19689,[],0
19690,[],0
19691,[],0
19692,[],0
19693,['21'],1
19694,['11'],1
19695,[],0
19696,['33'],1
19697,['11'],1
19698,[],0
19699,['42'],1
19700,[],0
19701,['42'],1
19702,['11'],1
19703,['21'],1
19704,[],0
19705,[],0
19706,[],0
19707,"['33', '42']",2
19708,[],0
19709,[],0
19710,['42'],1
19711,['11'],1
19712,[],0
19713,['11'],1
19714,['11'],1
19715,[],0
19716,[],0
19717,[],0
19718,[],0
19719,[],0
19720,['11'],1
19721,['33'],1
19722,['19'],1
19723,['42'],1
19724,['33'],1
19725,"['19', '33']",2
19726,['42'],1
19727,[],0
19728,['42'],1
19729,['42'],1
19730,[],0
19731,['19'],1
19732,[],0
19733,"['11', '42']",2
19734,['19'],1
19735,['11'],1
19736,[],0
19737,[],0
19738,['21'],1
19739,[],0
19740,[],0
19741,['33'],1
19742,"['11', '21']",2
19743,['42'],1
19744,[],0
19745,[],0
19746,"['21', '42']",2
19747,[],0
19748,[],0
19749,[],0
19750,"['11', '42']",2
19751,[],0
19752,[],0
19753,[],0
19754,['11'],1
19755,[],0
19756,['33'],1
19757,['11'],1
19758,[],0
19759,[],0
19760,[],0
19761,['21'],1
19762,[],0
19763,['19'],1
19764,[],0
19765,[],0
19766,[],0
19767,[],0
19768,['19'],1
19769,['33'],1
19770,['42'],1
19771,[],0
19772,['21'],1
19773,[],0
19774,['42'],1
19775,['19'],1
19776,[],0
19777,[],0
19778,[],0
19779,['11'],1
19780,[],0
19781,"['19', '33']",2
19782,['11'],1
19783,[],0
19784,['19'],1
19785,[],0
19786,[],0
19787,"['19', '42']",2
19788,[],0
19789,['33'],1
19790,['21'],1
19791,[],0
19792,['33'],1
19793,"['33', '42']",2
19794,[],0
19795,[],0
19796,['21'],1
19797,['19'],1
19798,['11'],1
19799,[],0
19800,[],0
19801,['11'],1
19802,['19'],1
19803,[],0
19804,[],0
19805,[],0
19806,[],0
19807,"['19', '33']",2
19808,['19'],1
19809,['11'],1
19810,['33'],1
19811,"['11', '19', '42']",3
19812,"['11', '42']",2
19813,[],0
19814,['33'],1
19815,['19'],1
19816,[],0
19817,[],0
19818,[],0
19819,[],0
19820,[],0
19821,"['21', '33']",2
19822,['42'],1
19823,['33'],1
19824,[],0
19825,[],0
19826,[],0
19827,['33'],1
19828,['19'],1
19829,[],0
19830,[],0
19831,[],0
19832,['19'],1
19833,[],0
19834,[],0
19835,[],0
19836,['21'],1
19837,"['19', '21']",2
19838,"['11', '42']",2
19839,[],0
19840,['19'],1
19841,['33'],1
19842,[],0
19843,[],0
19844,[],0
19845,['21'],1
19846,[],0
19847,[],0
19848,[],0
19849,[],0
19850,[],0
19851,['42'],1
19852,[],0
19853,['42'],1
19854,[],0
19855,[],0
19856,['21'],1
19857,['21'],1
19858,"['19', '33']",2
19859,[],0
19860,[],0
19861,['11'],1
19862,[],0
19863,[],0
19864,['19'],1
19865,['19'],1
19866,['19'],1
19867,['19'],1
19868,['19'],1
19869,"['19', '21']",2
19870,['19'],1
19871,['19'],1
19872,['19'],1
19873,['19'],1
19874,['19'],1
19875,['19'],1
19876,"['11', '19', '21', '33']",4
19877,[],0
19878,['21'],1
19879,['21'],1
19880,['19'],1
19881,['19'],1
19882,['19'],1
19883,['19'],1
19884,"['19', '33']",2
19885,['19'],1
19886,['19'],1
19887,['19'],1
19888,['19'],1
19889,['19'],1
19890,['19'],1
19891,['19'],1
19892,['19'],1
19893,['19'],1
19894,['19'],1
19895,['19'],1
19896,['19'],1
19897,['19'],1
19898,['19'],1
19899,['19'],1
19900,"['11', '19']",2
19901,['19'],1
19902,['19'],1
19903,['19'],1
19904,['19'],1
19905,['19'],1
19906,"['19', '42']",2
19907,[],0
19908,[],0
19909,[],0
19910,"['19', '33', '42']",3
19911,[],0
19912,[],0
19913,[],0
19914,[],0
19915,[],0
19916,[],0
19917,[],0
19918,[],0
19919,"['33', '42']",2
19920,['33'],1
19921,['11'],1
19922,['33'],1
19923,"['19', '33']",2
19924,[],0
19925,['33'],1
19926,['21'],1
19927,[],0
19928,[],0
19929,[],0
19930,['21'],1
19931,['42'],1
19932,[],0
19933,[],0
19934,['11'],1
19935,[],0
19936,['33'],1
19937,[],0
19938,"['33', '42']",2
19939,['19'],1
19940,['19'],1
19941,[],0
19942,['19'],1
19943,['21'],1
19944,"['11', '21', '42']",3
19945,['19'],1
19946,['19'],1
19947,"['19', '21']",2
19948,[],0
19949,[],0
19950,['11'],1
19951,['19'],1
19952,[],0
19953,[],0
19954,[],0
19955,['21'],1
19956,['21'],1
19957,[],0
19958,[],0
19959,[],0
19960,"['33', '42']",2
19961,"['33', '42']",2
19962,['11'],1
19963,[],0
19964,['21'],1
19965,[],0
19966,['33'],1
19967,['42'],1
19968,[],0
19969,['11'],1
19970,['19'],1
19971,['33'],1
19972,[],0
19973,[],0
19974,[],0
19975,[],0
19976,"['11', '42']",2
19977,['21'],1
19978,[],0
19979,[],0
19980,[],0
19981,['42'],1
19982,['11'],1
19983,[],0
19984,[],0
19985,[],0
19986,['11'],1
19987,[],0
19988,[],0
19989,[],0
19990,['19'],1
19991,['19'],1
19992,[],0
19993,[],0
19994,[],0
19995,"['33', '42']",2
19996,[],0
19997,[],0
19998,['42'],1
19999,"['21', '42']",2
20000,[],0
20001,[],0
20002,[],0
20003,[],0
20004,['19'],1
20005,[],0
20006,[],0
20007,['21'],1
20008,[],0
20009,['19'],1
20010,['42'],1
20011,[],0
20012,"['11', '21']",2
20013,[],0
20014,[],0
20015,[],0
20016,['19'],1
20017,['42'],1
20018,['33'],1
20019,[],0
20020,"['11', '21']",2
20021,"['11', '42']",2
20022,['11'],1
20023,['42'],1
20024,[],0
20025,"['33', '42']",2
20026,[],0
20027,[],0
20028,[],0
20029,[],0
20030,[],0
20031,['11'],1
20032,['42'],1
20033,[],0
20034,[],0
20035,[],0
20036,['19'],1
20037,[],0
20038,[],0
20039,['33'],1
20040,['19'],1
20041,[],0
20042,[],0
20043,['19'],1
20044,['33'],1
20045,['11'],1
20046,[],0
20047,[],0
20048,['42'],1
20049,['42'],1
20050,['11'],1
20051,[],0
20052,[],0
20053,['19'],1
20054,['19'],1
20055,"['11', '21']",2
20056,[],0
20057,['42'],1
20058,['42'],1
20059,['42'],1
20060,['19'],1
20061,['11'],1
20062,[],0
20063,[],0
20064,"['11', '42']",2
20065,[],0
20066,['11'],1
20067,[],0
20068,['19'],1
20069,[],0
20070,[],0
20071,"['11', '19']",2
20072,[],0
20073,['42'],1
20074,"['21', '33']",2
20075,['11'],1
20076,[],0
20077,"['21', '42']",2
20078,['42'],1
20079,['21'],1
20080,['21'],1
20081,"['11', '42']",2
20082,[],0
20083,['21'],1
20084,[],0
20085,"['11', '42']",2
20086,[],0
20087,['42'],1
20088,['42'],1
20089,['42'],1
20090,['11'],1
20091,"['33', '42']",2
20092,['42'],1
20093,"['11', '42']",2
20094,[],0
20095,['11'],1
20096,[],0
20097,[],0
20098,['19'],1
20099,"['21', '42']",2
20100,[],0
20101,"['11', '19']",2
20102,"['21', '42']",2
20103,[],0
20104,"['21', '42']",2
20105,['19'],1
20106,[],0
20107,"['33', '42']",2
20108,"['33', '42']",2
20109,['42'],1
20110,[],0
20111,['19'],1
